quantity_order,duration,machine_available,bom_depth,total_operations,total_bom_components,is_delayed
500,7,6,1,2,21,0
440,31,2,4,23,50,0
248,20,1,3,6,11,0
2361,216,1,4,19,30,1
2355,35,6,3,16,25,0
85,24,4,4,31,49,1
1366,109,1,4,25,71,1
1933,51,6,6,25,71,1
1791,79,1,1,3,10,1
836,16,4,1,10,21,0
2340,27,5,3,2,57,0
600,29,6,5,34,72,1
2129,53,3,6,11,75,1
1912,31,3,1,0,13,0
1920,17,6,1,3,26,0
584,34,2,6,13,40,1
901,10,5,2,0,44,0
2069,99,2,6,45,89,1
150,10,3,1,12,23,0
1799,44,4,5,23,33,1
26,6,6,2,14,40,0
1096,84,1,4,30,46,1
262,24,3,6,16,70,1
474,21,5,4,11,64,0
385,19,3,2,13,41,0
1837,32,5,2,11,24,0
529,17,5,2,17,21,0
1870,20,6,3,3,19,0
99,31,5,6,45,73,1
729,44,2,5,12,52,1
639,22,4,5,17,90,1
1894,60,3,4,27,39,1
85,17,4,4,18,42,0
935,45,1,4,2,7,1
2457,65,3,6,18,49,1
1815,26,4,1,3,20,0
979,42,4,4,24,77,1
1104,18,6,2,10,17,0
2038,34,6,4,16,37,1
1414,110,1,2,16,34,1
204,12,5,3,22,40,0
237,6,3,1,2,11,0
1469,18,6,1,13,21,0
470,41,3,6,38,55,1
627,50,1,6,18,33,1
73,10,6,5,2,15,0
2222,23,6,3,1,48,0
2084,44,5,6,48,81,1
294,14,3,2,8,36,0
1693,37,3,3,21,50,1
2338,33,3,1,5,25,0
847,24,5,2,20,30,0
840,13,6,3,8,54,0
1197,52,1,1,10,25,0
233,28,3,6,36,109,1
793,8,4,2,1,7,0
959,18,5,2,14,24,0
54,7,2,1,8,11,0
1820,135,1,2,18,41,1
480,42,4,6,41,91,1
2091,93,3,6,35,110,1
839,53,2,6,9,97,1
1919,111,1,1,10,21,1
2278,32,5,4,6,31,0
1901,68,2,4,3,26,1
701,11,6,2,14,29,0
1400,62,2,6,11,98,1
941,16,4,2,15,40,0
850,42,1,1,5,16,0
1948,31,4,2,8,24,0
1583,64,4,5,34,52,1
2296,55,3,4,7,67,1
2498,28,5,2,6,33,0
157,10,2,2,3,36,0
1042,70,1,3,25,34,1
1321,23,6,2,12,21,0
397,22,5,5,18,96,0
1883,24,5,4,6,18,0
925,59,1,3,9,28,1
1888,21,5,1,8,21,0
287,10,3,1,11,24,0
1987,53,5,4,34,54,1
1869,34,3,1,9,24,0
1835,65,2,5,24,43,1
1843,49,2,2,11,30,1
627,29,4,4,11,44,1
1640,41,3,3,19,56,1
2192,32,6,2,5,32,0
589,18,2,1,11,20,0
1180,18,5,1,9,12,0
499,36,1,3,1,14,0
1192,104,1,5,24,26,1
393,14,3,3,6,35,0
172,18,6,4,22,41,0
2498,70,4,3,15,59,1
1886,23,5,1,10,14,0
1222,62,3,5,35,46,1
2472,155,1,5,22,61,1
1372,46,3,6,42,59,1
1640,24,5,3,6,45,0
1214,27,6,4,26,73,1
297,9,6,1,12,22,0
1867,48,2,2,18,39,1
196,18,5,5,16,37,0
1917,58,2,3,25,43,1
1171,60,2,6,21,90,1
139,21,2,4,12,54,0
2251,55,3,4,11,71,1
2373,93,1,1,6,21,1
1897,31,6,5,0,53,0
153,6,3,1,0,15,0
25,14,1,6,13,100,1
2480,35,6,2,14,44,0
254,10,5,2,10,25,0
936,15,6,2,8,26,0
2186,34,6,4,16,56,1
916,22,6,5,3,84,0
896,14,4,1,3,12,0
350,6,5,1,2,8,0
2061,71,3,6,38,70,1
1443,34,3,2,0,7,0
315,61,1,5,40,64,1
917,41,3,5,23,37,1
1381,59,2,6,33,87,1
330,13,6,3,1,53,0
568,34,3,5,23,71,1
1214,80,1,5,14,44,1
1419,50,1,1,0,17,0
1651,87,2,6,12,113,1
1141,57,1,5,6,27,1
2467,41,4,5,8,31,1
827,15,6,1,11,26,0
1204,40,6,5,34,85,1
21,4,6,1,6,12,0
204,12,5,3,21,45,0
2239,50,3,4,22,66,1
665,14,4,1,9,19,0
1931,35,3,1,0,4,0
2087,47,4,5,13,93,1
1629,22,3,1,2,8,0
1129,58,2,6,47,96,1
787,43,1,2,9,20,1
453,24,1,2,0,30,0
307,21,2,3,4,46,0
817,12,4,1,2,21,0
1770,57,5,6,48,115,1
854,30,4,5,26,41,1
1025,94,1,5,21,81,1
1394,33,5,4,17,56,1
1407,43,3,3,15,33,0
563,26,5,6,1,94,0
2360,76,4,6,46,100,1
430,28,2,5,12,52,1
1279,31,3,4,15,71,1
1270,22,4,5,7,30,0
194,11,3,4,7,75,0
477,14,5,2,9,19,0
2420,179,1,6,32,104,1
1316,18,4,2,11,21,0
1586,68,2,5,8,56,1
345,11,5,3,4,55,0
2219,37,4,1,8,14,0
1507,45,2,3,15,39,0
2069,36,4,3,17,38,0
1457,19,5,1,13,24,0
597,44,4,6,31,90,1
1891,39,3,2,7,33,0
210,8,5,2,10,31,0
531,16,4,6,19,32,0
1897,116,1,1,2,14,1
1721,66,4,4,25,40,1
797,26,3,3,9,20,0
69,21,2,5,23,35,1
587,24,2,2,12,19,0
330,40,2,6,45,61,1
1468,97,1,5,33,68,1
2047,45,3,1,12,21,0
932,42,5,5,35,81,1
1419,49,2,5,6,47,1
1704,49,3,3,18,50,1
578,14,4,1,13,24,0
1111,75,1,5,16,34,1
536,22,3,2,15,27,0
2182,50,3,1,12,15,0
880,24,5,2,17,25,0
289,28,3,6,20,82,1
1902,57,5,6,43,86,1
1761,80,1,4,0,67,1
683,77,1,6,14,70,1
1161,37,4,5,2,97,1
2371,27,5,1,5,26,0
341,27,5,6,13,52,0
1183,36,2,2,5,37,0
2049,83,2,5,32,76,1
1487,66,4,6,37,72,1
45,10,1,3,7,28,0
1718,21,6,2,14,25,0
1453,46,2,2,13,37,0
2263,49,3,4,19,47,1
1389,78,1,3,22,29,1
449,17,6,4,18,50,0
1129,71,3,6,32,94,1
173,9,5,3,3,61,0
157,12,1,2,9,22,0
2351,71,4,4,33,77,1
204,25,5,5,35,50,1
672,21,5,3,14,56,0
489,11,3,2,3,22,0
132,3,5,1,1,10,0
1433,41,2,3,6,30,0
974,50,1,3,14,18,1
1788,89,2,6,21,42,1
1495,44,3,5,31,92,1
2024,58,6,6,42,105,1
719,26,3,3,18,54,0
2453,163,1,3,7,38,1
921,17,5,5,0,85,0
1370,55,4,5,34,72,1
2374,70,3,4,4,46,0
1744,125,1,2,17,24,1
1833,40,4,2,11,22,0
1589,33,5,4,11,70,0
690,18,6,2,20,26,0
1343,39,3,3,26,47,0
565,19,6,4,18,51,0
